unit_id	demography_id	demography_kind	population	source_model	selection_origin	simulation_class	selection_coefficient	target_allele_frequency	population_af_lower	population_af_upper	exact_sample_alt_count	sample_diploids	replicate_index	seed	sequence_length_bp	focal_position_bp
ancient_eurasia_han_introgression__af20__selected_s0p005__rep003	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.005	0.2	0.17500000000000002	0.225	40	100	3	114485477	10000000	5000000
ancient_eurasia_han_introgression__af20__selected_s0p005__rep004	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.005	0.2	0.17500000000000002	0.225	40	100	4	206030779	10000000	5000000
ancient_eurasia_han_introgression__af20__selected_s0p005__rep005	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.005	0.2	0.17500000000000002	0.225	40	100	5	132291612	10000000	5000000
ancient_eurasia_han_introgression__af20__selected_s0p005__rep006	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.005	0.2	0.17500000000000002	0.225	40	100	6	1945051323	10000000	5000000
ancient_eurasia_han_introgression__af20__selected_s0p005__rep007	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.005	0.2	0.17500000000000002	0.225	40	100	7	781294060	10000000	5000000
ancient_eurasia_han_introgression__af20__selected_s0p005__rep008	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.005	0.2	0.17500000000000002	0.225	40	100	8	918664286	10000000	5000000
ancient_eurasia_han_introgression__af20__selected_s0p005__rep009	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.005	0.2	0.17500000000000002	0.225	40	100	9	446262027	10000000	5000000
ancient_eurasia_han_introgression__af20__selected_s0p005__rep010	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	selected	0.005	0.2	0.17500000000000002	0.225	40	100	10	1508248251	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep001	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	1	1607718386	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep002	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	2	146465864	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep003	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	3	1693895159	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep004	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	4	279222236	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep005	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	5	2030231914	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep006	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	6	1728714276	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep007	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	7	455180031	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep008	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	8	1291539194	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep009	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	9	1231161398	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep010	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	10	1623806246	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep011	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	11	743968624	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep012	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	12	22870966	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep013	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	13	1885478193	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep014	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	14	186161516	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep015	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	15	706411949	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep016	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	16	1572784378	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep017	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	17	304782950	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep018	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	18	1708339959	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep019	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	19	1763750571	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep020	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	20	2087722462	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep021	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	21	2000721149	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep022	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	22	1411477262	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep023	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	23	745021778	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep024	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	24	1932321294	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep025	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	25	1301552557	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep026	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	26	1015803747	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep027	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	27	1592943574	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep028	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	28	1530156663	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep029	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	29	1332143325	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep030	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	30	624174466	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep031	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	31	60884368	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep032	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	32	70491358	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep033	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	33	399406983	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep034	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	34	1657325308	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep035	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	35	2074828488	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep036	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	36	895933375	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep037	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	37	1311473421	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep038	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	38	149651679	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep039	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	39	946913268	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep040	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	40	2084212496	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep041	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	41	973399615	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep042	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	42	1392910420	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep043	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	43	584709772	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep044	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	44	1780896294	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep045	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	45	421182060	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep046	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	46	947198237	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep047	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	47	93861505	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep048	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	48	469181742	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep049	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	49	930871516	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep050	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	50	694692197	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep051	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	51	530954014	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep052	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	52	365796101	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep053	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	53	1466021490	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep054	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	54	1424794428	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep055	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	55	1395221563	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep056	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	56	2012145676	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep057	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	57	1649492950	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep058	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	58	1411828632	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep059	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	59	371966505	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep060	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	60	2079879534	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep061	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	61	1296550844	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep062	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	62	1232174283	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep063	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	63	489855895	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep064	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	64	932481841	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep065	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	65	988302944	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep066	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	66	2018451145	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep067	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	67	867782262	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep068	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	68	1109963917	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep069	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	69	948347005	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep070	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	70	723252607	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep071	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	71	1437386266	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep072	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	72	1590368784	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep073	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	73	457735195	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep074	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	74	1093649660	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep075	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	75	267808580	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep076	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	76	1869854441	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep077	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	77	2038088066	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep078	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	78	293232448	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep079	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	79	1688092838	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep080	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	80	1783108779	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep081	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	81	987578165	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep082	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	82	1531145039	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep083	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	83	694528512	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep084	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	84	1780741872	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep085	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	85	1066036427	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep086	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	86	406500485	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep087	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	87	1646125383	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep088	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	88	277401785	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep089	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	89	1133644166	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep090	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	90	1458746528	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep091	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	91	1693452643	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep092	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	92	1095935611	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep093	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	93	256617113	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep094	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	94	1687479501	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep095	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	95	1080461570	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep096	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	96	1004952537	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep097	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	97	1465108318	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep098	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	98	539878036	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep099	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	99	1920293407	10000000	5000000
ancient_eurasia_han_introgression__af20__neutral__rep100	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.2	0.17500000000000002	0.225	40	100	100	524923447	10000000	5000000
